head,winner,loser,raw_generation
mannequin,turban,artichoke,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to mannequin: turban or artichoke? Respond only with the item name.
model
Artichoke"
eggplant,cleaver,bowling ball,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to eggplant: cleaver or bowling ball? Respond only with the item name.
model
Bowling ball"
pitcher,dolphin,tea,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to pitcher: dolphin or tea? Respond only with the item name.
model
Tea"
tree trunk,jewel,totem pole,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to tree trunk: jewel or totem pole? Respond only with the item name.
model
Totem pole"
poker,chimney,basil,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to poker: chimney or basil? Respond only with the item name.
model
Chimney"
space shuttle,soda,station wagon,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to space shuttle: soda or station wagon? Respond only with the item name.
model
Station wagon"
t-shirt,cleat,artichoke,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to t-shirt: cleat or artichoke? Respond only with the item name.
model
T-shirt"
plug,scraper,croissant,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to plug: scraper or croissant? Respond only with the item name.
model
Scraper"
magnifying glass,fire,inkwell,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to magnifying glass: fire or inkwell? Respond only with the item name.
model
Inkwell"
inkwell,poster,goose,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to inkwell: poster or goose? Respond only with the item name.
model
Poster"
wedge,broom,first-aid kit,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to wedge: broom or first-aid kit? Respond only with the item name.
model
Broom"
cash register,cord,crow,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to cash register: cord or crow? Respond only with the item name.
model
Cash register"
webcam,zucchini,coat rack,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to webcam: zucchini or coat rack? Respond only with the item name.
model
Coat rack"
belt buckle,catapult,artichoke,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to belt buckle: catapult or artichoke? Respond only with the item name.
model
Belt buckle"
water fountain,umbrella,bubble wrap,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to water fountain: umbrella or bubble wrap? Respond only with the item name.
model
Umbrella"
food processor,hedgehog,pickle,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to food processor: hedgehog or pickle? Respond only with the item name.
model
Pickle"
rack,shopping cart,racehorse,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to rack: shopping cart or racehorse? Respond only with the item name.
model
Shopping cart"
orange,ski pole,quiche,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to orange: ski pole or quiche? Respond only with the item name.
model
Ski pole"
bulletin board,cardinal,sticker,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to bulletin board: cardinal or sticker? Respond only with the item name.
model
Sticker"
mat,briefcase,shark,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to mat: briefcase or shark? Respond only with the item name.
model
briefcase"
cantaloupe,hammer,wedding cake,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to cantaloupe: hammer or wedding cake? Respond only with the item name.
model
Wedding cake"
zucchini,eggplant,step stool,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to zucchini: eggplant or step stool? Respond only with the item name.
model
Eggplant"
handkerchief,teepee,rhinoceros,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to handkerchief: teepee or rhinoceros? Respond only with the item name.
model
Handkerchief"
clipper,bathtub,dart,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to clipper: bathtub or dart? Respond only with the item name.
model
Bathtub"
hedge,tab,bonsai,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to hedge: tab or bonsai? Respond only with the item name.
model
Hedge"
basketball,cockatoo,dice,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to basketball: cockatoo or dice? Respond only with the item name.
model
Cockatoo"
blinder,cream,thorn,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to blinder: cream or thorn? Respond only with the item name.
model
Blinder: cream"
flamethrower,sparkler,souffle,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to flamethrower: sparkler or souffle? Respond only with the item name.
model
Sparkler"
coin,eagle,bracelet,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to coin: eagle or bracelet? Respond only with the item name.
model
Bracelet"
cup,oilcan,ostrich,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to cup: oilcan or ostrich? Respond only with the item name.
model
oilcan"
bucket,cauliflower,blower,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to bucket: cauliflower or blower? Respond only with the item name.
model
Blower"
pizza,pesto,baton,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to pizza: pesto or baton? Respond only with the item name.
model
Pesto"
tile,train set,mosquito,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to tile: train set or mosquito? Respond only with the item name.
model
Train set"
shoelace,flan,balloon,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to shoelace: flan or balloon? Respond only with the item name.
model
Balloon"
ostrich,dial,stingray,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to ostrich: dial or stingray? Respond only with the item name.
model
Ostrich"
ratchet,soap,nail clippers,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to ratchet: soap or nail clippers? Respond only with the item name.
model
Nail clippers"
tapestry,horn,stamp,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to tapestry: horn or stamp? Respond only with the item name.
model
Stamp"
face,sonogram,firewood,"user
You are a helpful assistant who gives responses to questions. QUESTION: Which item is most similar to face: sonogram or firewood? Respond only with the item name.
model
Sonogram"
