item,embedding
treasure,0.8215944170951843 0.18436090648174286 0.00835332926362753 0.3737790882587433 0.15460774302482605 0.1057380810379982 0.03579694777727127 0.2088700532913208 0.3537595272064209 0.08730065822601318 0.8361465334892273 1.6175198554992676 0.1075163334608078 0.0648212879896164 0.043329786509275436 0.029574889689683914 0.8420486450195312 0.38581281900405884 0.012216886505484581 0.004014999605715275 0.7781416177749634 0.9291189908981323 0.023418642580509186 0.32963356375694275 0.011219006963074207 0.029736056923866272 0.2760591506958008 0.028521887958049774 0.01649271324276924 0.05591435730457306 0.05779586732387543 0.042099907994270325 0.01999790221452713 0.06011034548282623 0.036083873361349106 0.04802365228533745 0.03844062238931656 0.32635924220085144 0.013347113505005836 0.06883520632982254 0.0717172771692276 0.025834785774350166 0.10248636454343796 0.724435567855835 0.024968931451439857 0.07861952483654022 0.03243812173604965 0.10689233988523483 0.043171364814043045
tree,0.006188856437802315 0.12650442123413086 0.6906823515892029 0.031623952090740204 0.031088002026081085 1.5933138132095337 0.7533854842185974 0.07084506750106812 0.9257382750511169 0.0380437932908535 0.02124590426683426 0.09004303812980652 0.022053981199860573 0.13736239075660706 0.19821299612522125 0.007160746492445469 0.0038462996017187834 0.040686674416065216 0.05875008553266525 0.011849013157188892 0.07752371579408646 0.26963359117507935 0.09388972818851471 0.24349139630794525 0.017563924193382263 0.02837436832487583 0.03920988366007805 0.03300366550683975 1.007061243057251 0.12509498000144958 0.0038771305698901415 0.1386415958404541 0.03517699986696243 0.03197109326720238 0.0004345787165220827 0.023862840607762337 0.014918255619704723 0.0742596760392189 0.007342984434217215 0.06143058463931084 0.019772764295339584 0.5774542093276978 0.018549684435129166 0.011985518969595432 0.03297809511423111 0.007108056917786598 0.012848986312747002 0.02259320393204689 0.012495197355747223
tree trunk,0.1614653319120407 0.2041427046060562 0.6761972904205322 0.1444139927625656 0.32079172134399414 1.2513971328735352 1.2823580503463745 0.070344477891922 1.472021460533142 0.029168585315346718 0.02922467514872551 0.04549558088183403 0.0002445229038130492 0.029870597645640373 0.07588310539722443 0.08053750544786453 0.020343370735645294 0.07505452632904053 0.06338530033826828 0.5494831204414368 0.06759278476238251 0.4062115550041199 0.012328669428825378 0.06152762845158577 0.02054566703736782 0.39113762974739075 0.03948436677455902 0.011284797452390194 0.06038614735007286 0.0020140716806054115 0.03662838041782379 0.13072888553142548 0.01746380515396595 0.011088144965469837 0.031721241772174835 0.0384351871907711 0.042787183076143265 0.02184446156024933 0.01806008815765381 0.15601125359535217 0.03583146631717682 0.020171115174889565 0.04593608155846596 0.008527887985110283 0.002105108695104718 0.02415093220770359 0.0037641969975084066 0.29084935784339905 0.019118815660476685
triangle,1.384376049041748 0.0878089889883995 0.2730588912963867 0.1564660221338272 0.3305914103984833 0.0037554330192506313 0.0384540855884552 -0.001041743322275579 0.017968814820051193 1.2270890474319458 0.1930195689201355 0.03665642440319061 0.03679394721984863 0.19890987873077393 0.07814572751522064 0.44413939118385315 0.19912342727184296 0.09269875288009644 0.36988234519958496 0.6059354543685913 0.03365865349769592 0.02636815421283245 0.11677934229373932 0.0626780167222023 0.028510788455605507 0.22398623824119568 0.015204660594463348 1.1826415061950684 0.04553913325071335 0.07285047322511673 0.012301073409616947 0.08056723326444626 0.29421061277389526 0.18529270589351654 0.013140101917088032 0.2903120219707489 0.008298428729176521 0.06474681198596954 0.022356100380420685 0.11309485137462616 0.025827500969171524 0.7757710218429565 0.028691396117210388 0.026754776015877724 0.018660901114344597 0.0120183564722538 0.05732077360153198 0.04999302700161934 0.060973793268203735
tricycle,1.0559123754501343 0.0953088030219078 0.07752475142478943 0.19467692077159882 0.11221593618392944 0.43370339274406433 0.19340819120407104 1.2786784172058105 0.055161453783512115 0.005410503130406141 0.6220588088035583 0.08101090043783188 0.07196612656116486 1.2292896509170532 0.012833020649850368 0.08131765574216843 0.08249537646770477 0.09264494478702545 0.014818912371993065 0.023662833496928215 0.046490378677845 0.03828801214694977 0.9614310264587402 0.12984542548656464 0.01682388409972191 0.03894471749663353 0.006542794406414032 0.06459130346775055 0.07178221642971039 0.017421988770365715 0.04589466750621796 0.2890142798423767 0.01205669716000557 0.062454983592033386 0.030625632032752037 0.08270494639873505 0.006061826832592487 0.00011287519009783864 0.005851342808455229 0.013595370575785637 0.04631946235895157 0.09920573979616165 1.320922613143921 0.04728291556239128 0.38238945603370667 0.008117630146443844 0.04907612130045891 0.022321585565805435 0.021437019109725952
trident,1.429338812828064 0.09024177491664886 0.22927969694137573 0.06614265590906143 0.008011991158127785 0.07478337734937668 0.7608411312103271 0.0419631190598011 0.0755416601896286 0.15411804616451263 0.01827213726937771 0.5312014818191528 0.022890668362379074 0.04020194709300995 0.03469537943601608 0.8332492113113403 0.015651527792215347 0.026080019772052765 0.026971274986863136 0.884171187877655 0.1820295751094818 0.1414085030555725 0.11694411188364029 0.037098560482263565 0.05972835794091225 0.19861306250095367 0.7616505026817322 0.08181595057249069 0.04944981262087822 0.05132219195365906 0.01617676205933094 0.05881516635417938 0.06929150968790054 0.09645645320415497 0.012133009731769562 0.34375718235969543 0.013502371497452259 0.0018161061452701688 0.05793032795190811 0.12973539531230927 0.10238870978355408 0.49278074502944946 0.01241906825453043 0.005970095284283161 0.013666972517967224 0.05761653929948807 0.053154297173023224 0.019694535061717033 0.01998298242688179
trigger,1.602063775062561 0.021294353529810905 0.050523512065410614 0.010749300010502338 0.01727043278515339 0.022795023396611214 0.187015101313591 0.23795948922634125 0.021348964422941208 0.29716581106185913 0.06889376044273376 0.028623033314943314 0.35887032747268677 0.10480823367834091 0.016604037955403328 0.37994611263275146 0.15382768213748932 0.12782169878482819 0.05227278918027878 0.01735846884548664 0.027835378423333168 0.12683789432048798 0.0611092746257782 0.02722335420548916 0.05996455252170563 0.008980472572147846 1.5261882543563843 0.0476725697517395 0.030061200261116028 0.03613224998116493 0.05320696532726288 0.025947853922843933 0.01574377901852131 0.008871886879205704 0.02122459001839161 0.03949867561459541 0.02816062606871128 0.047934699803590775 0.06392676383256912 0.03268290311098099 0.016362622380256653 0.010743072256445885 0.004940477199852467 0.007399752736091614 0.027580594643950462 0.012794410809874535 0.009333147667348385 0.024101952090859413 0.02574968710541725
tripod,1.4811391830444336 0.00457758828997612 0.007470924407243729 0.11814741045236588 0.14614085853099823 0.02155289240181446 0.337273508310318 0.023374248296022415 0.01968635804951191 0.12102258950471878 0.06532638520002365 0.15919087827205658 1.0001286268234253 0.31480976939201355 0.07039730250835419 0.25073397159576416 0.0460059717297554 0.16937774419784546 0.04170116409659386 0.7757909893989563 0.024624988436698914 0.012872375547885895 0.06374729424715042 0.03267015144228935 0.006766456179320812 0.5367414951324463 0.04458160325884819 0.3198525905609131 0.3828056752681732 0.022836852818727493 0.025462469086050987 0.013337752781808376 0.013793233782052994 0.05117630586028099 0.022869998589158058 0.041742946952581406 0.01349057350307703 0.25932905077934265 0.020231740549206734 0.03635384142398834 0.0017053672345355153 0.1775762289762497 1.0484411716461182 0.005075238645076752 0.07920826226472855 0.03927188739180565 0.008703954517841339 0.03927169740200043 0.013968887738883495
trolley,0.8049277663230896 0.003513180883601308 0.01569996029138565 0.12767300009727478 0.2328660786151886 0.011446196585893631 0.4631417393684387 2.1212503910064697 0.023770157247781754 0.06954362988471985 0.16415853798389435 0.07813861221075058 0.8574127554893494 0.10331236571073532 0.0008023390546441078 0.003922326490283012 0.011102073825895786 0.11939636617898941 0.005200907122343779 0.04623199626803398 0.005102438386529684 0.02220550738275051 0.7272284030914307 0.006910854950547218 0.008458374999463558 0.011976365000009537 0.011274655349552631 0.04375743120908737 0.17841854691505432 0.014609127305448055 0.005241123493760824 0.011545623652637005 0.020956946536898613 0.006593150552362204 0.020015746355056763 0.039073001593351364 0.018606998026371002 0.01626594550907612 0.019090009853243828 0.004441952332854271 0.4457305669784546 0.06908194720745087 0.02503032609820366 0.03649607673287392 0.05244798585772514 0.013478187844157219 0.01968051865696907 0.04150737076997757 0.06596701592206955
trombone,1.5555723905563354 0.01791587471961975 0.013814959675073624 0.16601860523223877 0.1173822283744812 0.002323988126590848 0.011952548287808895 0.08179236203432083 0.04053681716322899 0.10946659743785858 0.05581667646765709 0.7746590375900269 0.052475638687610626 0.43002721667289734 0.08943511545658112 0.4200720191001892 0.045629821717739105 0.02311532013118267 0.016823679208755493 0.6568271517753601 0.004597602877765894 0.0071796090342104435 0.12211578339338303 0.059913188219070435 0.027516411617398262 0.07169361412525177 0.23838885128498077 2.219794988632202 0.047844238579273224 0.02664768323302269 0.12488634139299393 0.03071851097047329 0.02029884047806263 0.012802772223949432 0.02431264892220497 0.051451969891786575 0.03033740073442459 0.00930439680814743 0.014357861131429672 0.044879812747240067 0.07876551896333694 0.0931362733244896 0.060637217015028 0.010386023670434952 0.02271466888487339 0.046780776232481 0.06059340387582779 0.012140489183366299 0.04644124209880829
trophy,1.2827104330062866 0.05049018934369087 0.05390649661421776 0.07139209657907486 0.16338002681732178 0.05701646953821182 0.09104815870523453 0.41363850235939026 0.041359078139066696 0.05455610156059265 0.050571687519550323 0.9818001389503479 0.09246765077114105 0.9150651693344116 0.348118394613266 0.02921401336789131 0.08571135997772217 0.1328907310962677 1.4212894439697266 0.059946030378341675 0.01993965543806553 0.028317727148532867 0.040290702134370804 0.23795728385448456 0.011616738513112068 0.11607074737548828 0.0697089284658432 0.1261504888534546 0.42766284942626953 0.0509047731757164 0.020440923050045967 0.01263226754963398 0.18486028909683228 0.02036563865840435 0.013470519334077835 0.015083746053278446 0.03926701471209526 0.3329406678676605 0.018185080960392952 0.05811013653874397 0.0520552434027195 0.4104563891887665 0.00898366142064333 0.01604996807873249 0.1260606199502945 0.02541700005531311 0.039923716336488724 0.06155800819396973 0.010227739810943604
trough,0.9626684784889221 0.4172588884830475 0.7620396614074707 0.007899058982729912 0.35757946968078613 0.5927913188934326 1.1927800178527832 0.14977577328681946 0.6241719722747803 0.0415712408721447 0.005705362651497126 0.0722590759396553 0.016095509752631187 0.2731403708457947 0.024637311697006226 0.013821449130773544 0.00041079596849158406 0.14001746475696564 0.9331757426261902 0.008040882647037506 0.8753305673599243 0.04132334142923355 0.035442471504211426 0.01648772694170475 0.199177086353302 0.002041109371930361 0.2114235758781433 0.022241534665226936 0.024555161595344543 0.02059968188405037 0.004624879918992519 0.02746792882680893 0.06238430738449097 0.05419372022151947 0.011347615160048008 0.003379323985427618 0.025205211713910103 0.019826393574476242 0.024342531338334084 0.03175012767314911 0.012589944526553154 0.003668840043246746 0.5332826375961304 0.27208203077316284 0.06662223488092422 0.06356591731309891 0.005158578976988792 0.01214238815009594 0.052372220903635025
trowel,1.404768943786621 0.5802677273750305 0.03135119378566742 0.03886493667960167 0.1786571592092514 0.011070365086197853 0.9972414970397949 0.06528530269861221 0.3609471619129181 0.018945330753922462 0.10020811855792999 0.013770242221653461 0.0038131263572722673 0.039866626262664795 0.02571391686797142 1.6561208963394165 0.016725003719329834 0.05989568680524826 0.030444886535406113 0.0354437418282032 0.06329437345266342 0.035875219851732254 0.04677145555615425 0.010421276092529297 0.019676800817251205 0.18124668300151825 0.03324344754219055 0.05026019737124443 0.05076192691922188 0.03804202750325203 0.060753364115953445 0.18704132735729218 0.024319639429450035 0.03349033370614052 0.020297778770327568 0.006759584881365299 0.02857765182852745 0.08288809657096863 0.06364084035158157 0.0531359501183033 0.022137481719255447 0.03826185315847397 0.02674725465476513 0.02218758873641491 0.0287929680198431 0.013009779155254364 0.05327938497066498 0.05655115842819214 0.010213114321231842
truck,0.8113951086997986 0.003962918650358915 0.08409684896469116 0.018872469663619995 0.08888992667198181 0.009572799317538738 0.30986103415489197 2.4521548748016357 0.019114067777991295 0.01376777421683073 0.33391648530960083 0.040987685322761536 0.06844184547662735 0.09734952449798584 0.06146574020385742 0.05014615133404732 0.05394907668232918 0.34728142619132996 0.0035690278746187687 0.009748176671564579 0.038031283766031265 0.0015814629150554538 0.6835481524467468 0.01267828606069088 0.00915609486401081 0.017156891524791718 0.07537494599819183 0.013805662281811237 0.12819522619247437 0.035258714109659195 0.0023184563033282757 0.10568351298570633 0.33416616916656494 0.004587775561958551 0.038418907672166824 0.022225135937333107 0.02070418745279312 0.02170725166797638 0.153945654630661 0.02161451429128647 0.02258661575615406 0.12203958630561829 0.02660754881799221 0.23643246293067932 0.03485643118619919 0.01340325828641653 0.018774963915348053 0.02095104195177555 0.011198187246918678
trumpet,1.439401626586914 0.09560710936784744 0.08385635167360306 0.027127254754304886 0.012017090804874897 0.058563828468322754 0.059004686772823334 0.11959099769592285 0.28249841928482056 0.2373761683702469 0.3481385409832001 0.8004088997840881 0.005151597782969475 0.357618510723114 0.006961363833397627 0.3912152647972107 0.008723102509975433 0.013267062604427338 0.01530348788946867 0.4029834270477295 0.06216415762901306 0.015463193878531456 0.04953945428133011 0.07958958297967911 0.027818771079182625 0.0003562692436389625 0.15455463528633118 1.3942188024520874 0.059329546988010406 0.009739018976688385 0.04734285548329353 0.014429639093577862 0.02762175165116787 0.013677575625479221 0.14592893421649933 0.020738385617733 0.013950509019196033 0.21586495637893677 0.01858210563659668 0.4235077202320099 0.07204722613096237 0.06099041551351547 0.09082838147878647 0.012797363102436066 0.03856866806745529 0.06966428458690643 0.13229940831661224 0.04474954679608345 0.024518683552742004
